strategy,wins,losses,draws
"[[2.0, 8.0, 6.0], [6.0, 2.0, 12.0], [44.0, 18.0, 2.0]]",2013,3141,194
"[[13.0, 10.0, 10.0], [10.0, 14.0, 10.0], [10.0, 10.0, 13.0]]",2013,3145,190
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[30.0, 30.0, 30.0], [2.0, 2.0, 2.0], [2.0, 2.0, 0.0]]",2012,2820,516
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[14.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 9.0]]",2012,3072,264
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[11.0, 12.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2012,2811,525
"[[10.0, 10.0, 10.0], [20.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",2010,2451,887
"[[10.0, 10.0, 10.0], [20.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",2010,2451,887
"[[10.0, 10.0, 10.0], [20.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",2010,2451,887
"[[10.0, 10.0, 10.0], [20.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",2010,2451,887
"[[32.0, 31.0, 31.0], [1.0, 1.0, 1.0], [1.0, 1.0, 1.0]]",2009,3099,240
"[[25.0, 25.0, 20.0], [15.0, 15.0, 0.0], [0.0, 0.0, 0.0]]",2009,2486,853
"[[32.0, 31.0, 31.0], [1.0, 1.0, 1.0], [1.0, 1.0, 1.0]]",2009,3099,240
"[[1.0, 1.0, 1.0], [16.0, 16.0, 16.0], [17.0, 0.0, 16.0]]",2009,3006,333
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[2.0, 2.0, 2.0], [2.0, 2.0, 2.0], [2.0, 43.0, 43.0]]",2008,3264,76
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[10.0, 15.0, 5.0], [15.0, 10.0, 15.0], [10.0, 10.0, 10.0]]",2008,3031,309
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [12.0, 11.0, 11.0]]",2008,2786,554
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2008,2788,552
"[[2.0, 2.0, 2.0], [2.0, 2.0, 2.0], [2.0, 38.0, 48.0]]",2007,3265,76
"[[10.0, 10.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 14.0]]",2006,3205,137
"[[0.0, 0.0, 11.0], [23.0, 32.0, 23.0], [11.0, 0.0, 0.0]]",2006,2948,394
"[[17.0, 13.0, 3.0], [10.0, 7.0, 13.0], [8.0, 19.0, 10.0]]",2005,2871,472
"[[11.0, 12.0, 10.0], [11.0, 11.0, 11.0], [11.0, 12.0, 11.0]]",2005,2783,560
"[[20.0, 0.0, 0.0], [0.0, 20.0, 10.0], [20.0, 10.0, 20.0]]",2003,2532,813
"[[15.0, 0.0, 20.0], [0.0, 15.0, 15.0], [0.0, 15.0, 15.0]]",2003,2868,477
"[[20.0, 20.0, 20.0], [10.0, 0.0, 10.0], [10.0, 0.0, 10.0]]",2002,2318,1028
"[[10.0, 10.0, 10.0], [11.0, 11.0, 11.0], [12.0, 12.0, 13.0]]",2002,2932,414
"[[24.0, 23.0, 22.0], [11.0, 20.0, 0.0], [0.0, 0.0, 0.0]]",2001,2078,1269
"[[11.0, 0.0, 0.0], [17.0, 0.0, 9.0], [19.0, 21.0, 23.0]]",2001,2132,1215
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[12.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 11.0]]",2000,2800,548
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 12.0]]",1999,2774,575
"[[11.0, 10.0, 11.0], [10.0, 11.0, 13.0], [11.0, 12.0, 11.0]]",1998,3114,236
"[[34.0, 30.0, 30.0], [1.0, 1.0, 1.0], [1.0, 1.0, 1.0]]",1998,3104,246
"[[20.0, 20.0, 15.0], [15.0, 10.0, 10.0], [0.0, 5.0, 5.0]]",1996,2279,1073
